study_id,center_row,center_col
ID_36e7b70d2a,270,247
ID_f4c2bb29bd,287,268
ID_d09f667ee7,251,264
ID_b64609b753,286,258
ID_1c16eb3def,198,239
ID_0418c27c26,268,264
ID_eeb4088413,265,255
ID_e70edbb6cc,263,237
ID_4e18905e99,263,263
ID_c689bae77a,256,236
ID_2b510af334,276,249
ID_c18bd43d85,247,259
ID_c4ab7d9179,277,271
ID_5c4ac33bbe,262,267
ID_420b958f99,279,253
ID_2f05443880,256,236
ID_1251dfb723,262,263
ID_0f7b051321,251,248
ID_41dd86b884,290,260
ID_8f0466fd3b,271,266
ID_49bd812da9,261,255
ID_eef187297a,284,231
ID_15e9da8801,275,244
ID_8fe1a9b0ed,282,251
ID_bcabd8f65a,280,236
ID_77070dce82,268,247
ID_bc6f0cca87,293,241
ID_4893bb1385,249,198
ID_25bf2bb321,292,256
ID_4bc2e1c64a,285,297
ID_27b59f2e19,275,253
ID_9d8bfd05ea,288,263
ID_8445eb0d3a,282,250
ID_9d291c8ab5,288,250
ID_361e7736cd,251,246
ID_17014b11f1,248,248
ID_b2d99b8f7e,268,251
ID_d52564d0d3,271,233
ID_d8f93d4cda,267,253
ID_c7b8bf638b,279,268
ID_890bab11ab,280,257
ID_74f21ad0ed,267,251
ID_ea15da141f,265,248
ID_cd10b6aba1,268,262
ID_7771ec4f3f,277,251
ID_018155e7bd,285,268
ID_a58201b5e9,295,275
ID_40bbae2879,258,236
ID_ca6c8e1369,275,252
ID_441bf6a57d,266,256
ID_775437a6de,280,243
ID_c23ba2a47b,270,267
ID_df4e4ae0e6,258,252
ID_1012d3e3d6,277,256
ID_aece4cba1c,268,264
ID_911e25d4f8,258,254
ID_e9ed81cd6c,281,239
ID_71c460300d,266,261
ID_1d3184c53f,275,240
ID_ceb402cedf,273,228
ID_c1fc5fae26,282,257
ID_f3a72ace98,246,233
ID_68d2a5a13a,277,252
ID_3b1132344c,264,262
ID_8344354001,260,267
ID_13b2842a2c,247,307
ID_88f9e4884c,259,265
ID_f3614ab32a,271,268
ID_a02b70a354,279,255
ID_ab9ba9fcf1,274,258
ID_bb525159f3,265,211
ID_cb7c49f973,257,247
ID_55b8463fd3,266,257
ID_44198753b7,265,252
ID_eb87954cdb,266,245
ID_2b4cebff85,244,256
ID_c2e2e05459,286,264
ID_383184e96d,264,234
ID_69791c32ae,273,257
ID_c1bb2e1c99,282,261
ID_051df88aa9,283,263
ID_45812d7522,272,297
ID_b3021fe52f,283,282
ID_bd75924138,269,257
ID_abefef0388,246,236
ID_c79d9daad4,257,242
ID_f36840ae91,261,257
ID_400f322beb,281,268
ID_78dfd3d661,281,244
ID_4b4c372241,267,251
ID_0695561bf5,273,261
ID_72c567dcbe,256,252
ID_856e8d1cdd,285,259
ID_85101f3e8d,268,242
ID_9328c2ce28,276,252
ID_3f594bcb8b,254,249
ID_e9982acc52,259,239
ID_3e4a43bce4,272,251
ID_b5e9a00e99,262,246
ID_a55a609c45,258,247
ID_87d35ec24e,231,243
ID_85006e4897,269,249
ID_2407610a13,278,254
ID_2b19c0d8cd,275,258
ID_e9c8d44af1,262,235
ID_ee6914de2e,283,236
ID_2ac5584f0e,267,272
ID_8d23e4db6c,256,254
ID_b3b2f5ae57,298,259
ID_b692b24cbd,254,266
ID_5c71789181,261,263
ID_409bf9d436,280,232
ID_4f33f65d6b,262,264
ID_45fdc1a274,265,251
ID_1ecad69d50,241,295
ID_3a64befca2,251,249
ID_07223e2a2d,262,261
ID_3f6ef57335,267,277
ID_341b3c0d88,289,262
ID_646bd487c0,257,253
ID_4541d91952,268,246
ID_75e2b1b7f4,260,259
ID_c5d290dfb3,275,299
ID_ebe0f515ce,274,250
ID_1a1f9ec972,265,255
ID_17b79595b3,270,217
ID_c2452113a3,277,263
ID_50c30e43a8,264,242
ID_f319a68203,270,253
ID_18ecfee607,248,228
ID_18c865e192,255,288
ID_1a6b58bb26,288,238
ID_4b201413f4,281,296
ID_df03703659,275,274
ID_2bf0a2deb1,274,261
ID_fb8edf6c09,268,259
ID_ba9dda6e51,275,257
ID_9dd19c980e,258,262
ID_3a2a945e35,286,253
ID_6b2b18e7b7,280,230
ID_58f190e433,261,263
ID_487f5d6772,258,249
ID_fea161421b,266,243
ID_c8b2f55b52,286,250
ID_84cc14f12e,263,252
ID_f3c473947b,276,265
ID_736f1de845,263,239
ID_97563b6363,305,223
ID_0b4e74414b,265,255
ID_3712f6d933,294,223
ID_ed2f647b9b,273,271
ID_47807adce4,263,236
ID_bdf614cd89,272,262
ID_559e9ed0bc,271,239
ID_7230ed963c,261,256
ID_059e3f1d01,260,259
ID_5c57482d08,260,273
ID_ac33ddf15e,249,248
ID_091ae72633,263,271
ID_7a74ef0d8a,271,260
ID_e9563e85b1,273,239
ID_aca890291d,244,261
ID_25dffd99a0,285,238
ID_1a5f715d20,252,263
ID_b0efe77af1,267,219
ID_4966dc7578,271,247
ID_806f77c9e0,262,252
ID_cc477a7c98,288,254
ID_ed7b772873,264,244
ID_491385a4dd,262,241
ID_08b28e287d,262,232
ID_cc93a7b275,281,274
ID_223b2adf07,279,246
ID_d26f200ee3,281,242
ID_537316ae5c,257,256
ID_9b9c443a8d,269,244
ID_c49ab2f074,250,241
ID_8f3c174c04,232,235
ID_72e0183f86,279,256
ID_e19e057fd8,265,267
ID_f7569f1b17,271,239
ID_53ce15c646,275,260
ID_142f6d6daf,267,255
ID_ce3e8f030c,280,242
ID_f56ec0a653,269,215
ID_f492dad766,250,250
ID_191958a57b,268,253
ID_d9d6cbc87d,273,232
ID_e588e214e6,281,248
ID_398d09a36c,278,245
ID_ddf5e4bc44,269,224
ID_3e0621f3a2,271,255
ID_dc363f15ee,285,278
ID_8c51f7e875,267,252
ID_95e0aa8498,269,246
ID_86bd89c2ed,281,272
ID_d117c58465,252,263
ID_7087df1608,280,256
ID_c16785866c,263,275
ID_eaec6e919a,287,266
ID_a0be87800b,272,258
ID_ee31c1ffa2,247,247
ID_7df5faf741,237,252
ID_d01cc57a12,255,254
ID_941f515a7e,260,247
ID_97ddf0390a,283,279
ID_3cede2a32f,260,234
ID_e639d72581,273,252
ID_7dcb5bbee1,271,285
ID_51ee56db1c,278,249
ID_ba686b5d41,279,263
ID_5fecb8342b,262,255
ID_37afefdc7c,270,255
ID_d79faa6528,279,262
ID_a9d05de299,275,295
ID_09e824edae,292,251
ID_1be85d515e,270,270
ID_481a6b0c10,278,244
ID_c29654795a,278,237
ID_3ab6bd33c2,264,193
ID_a6b40fd0a6,296,265
ID_9bd2e13273,255,268
ID_e0082a4e4d,271,287
ID_d677aa4818,274,252
ID_2591d00dfc,274,251
ID_3dfbaea661,259,260
ID_6f2d4bfb66,286,282
ID_881ac1f87c,275,278
ID_ffc021681c,280,227
ID_0a424704e4,260,261
ID_da095ca7d8,275,245
ID_0adec8016c,289,243
ID_56ec1679f4,266,257
ID_59b6be11df,257,253
ID_fd46353695,262,250
ID_84b76c3984,286,249
ID_6f98e778ad,267,196
ID_4642dbd613,286,285
ID_8d26a1e930,252,255
ID_aa865eca94,261,259
ID_2a351c53e6,277,246
ID_ab0a6bf792,269,252
ID_5f0b735837,284,233
ID_fa7d95d0fd,269,239
ID_7d54ad7d0c,246,251
ID_eeddc20f03,286,256
ID_fc0debcb35,294,276
ID_bafbc29a9f,277,255
ID_606638b1b1,280,235
ID_3fe0d086f7,284,272
ID_55952ff4cf,269,261
ID_46764fcd16,278,283
ID_945a7217c2,254,267
ID_414c78a673,230,252
ID_cc29f85af1,297,311
ID_5e90da8dba,267,273
ID_ef4dd62f0c,282,231
ID_a9f88a8e7d,268,285
ID_6baecc6c9d,275,245
ID_bdc3528b4c,273,260
ID_fb37ae5a0c,258,255
ID_d964e33e89,273,257
ID_3785175b35,267,251
ID_29a97e9800,283,239
ID_6130771639,285,263
ID_c40bd07d54,283,253
ID_420259a8b7,265,257
ID_6c8b8eb4c5,263,234
ID_a707fd1b7f,259,262
ID_82f620e209,267,270
ID_3a0cf29af9,253,230
ID_c7ff6e97e1,263,238
ID_ff95347763,261,262
ID_ac57123c30,265,235
ID_f15756de6b,264,250
ID_5bb257a429,247,268
ID_21c659655c,288,269
ID_156dfd7601,267,253
ID_46ef7dc943,271,242
ID_2f84540cc1,277,251
ID_b50cc27493,270,260
ID_8769dee454,258,223
ID_498b918440,248,274
ID_3f613d842f,262,243
ID_34f9f352e0,288,250
ID_70e3b76dc3,266,257
ID_9094b4b6c1,278,249
ID_18ac5772ba,268,260
ID_9b2c57f985,290,244
ID_55ff5e8f34,258,242
ID_ae85777dec,292,263
ID_a9be4aa4e8,265,249
ID_fbd22acd73,269,258
ID_821d382bb4,260,233
ID_c808d2fa29,279,191
ID_19d36b2c10,255,242
ID_563a32c241,259,258
ID_53f5e57e77,271,248
ID_8b7dcc4eee,259,263
ID_e1796de3cd,271,259
ID_a8abc2bb89,275,256
ID_4cbb65e474,270,245
ID_709e5131d7,202,285
ID_641d6f2512,242,266
ID_5253416080,272,256
ID_de8fb3dd5d,275,255
ID_80dd0b4ffe,299,268
ID_a1c9e884ab,249,257
ID_d7f0b7d6df,286,234
ID_89a3b1a184,282,271
ID_f933da7f5d,269,274
ID_1be2c219cb,265,250
ID_69abd8f3e6,272,256
ID_f4ed5fbcf3,259,222
ID_2e4e43a39f,260,251
ID_c57d0b9c43,245,286
ID_0de1f23dcc,268,258
ID_f8a1e657b2,273,240
ID_2873a4b0bd,255,246
ID_af49f761f2,286,238
ID_dd1a1f01e9,267,254
ID_908d61f03a,254,270
ID_740c271a05,268,251
ID_4d267f06ec,280,241
ID_fbaa9aeb13,249,257
ID_b781776977,265,261
ID_52e29dcf68,286,246
ID_150d22f50f,264,270
ID_e03a6b495c,261,269
ID_e7cc77d9d4,280,252
ID_fcea3f3641,278,256
ID_fded9d332c,276,250
ID_ebbb750cbb,291,258
ID_322a28f7d2,274,262
ID_2c5a81b83a,258,248
ID_926c97dfc3,247,239
ID_5b484ae03d,278,259
ID_ca054e8b7f,253,247
ID_2797b0e93b,259,250
ID_8ce2e3b7c3,276,256
ID_580e90f26c,276,260
ID_ae970ce870,275,230
ID_4aa7047f17,273,305
ID_17951cc823,283,244
ID_1bc3045e9c,281,239
ID_f87b0f28f0,279,244
ID_4befbab143,259,250
ID_78b3dfd10d,264,265
ID_c6b94274a1,261,230
ID_80c88c1794,279,220
ID_ca8761c535,266,248
ID_ee32a803b9,262,233
ID_2d3a4bebc3,277,266
ID_c338a3ca82,274,221
ID_703893c067,303,246
ID_26f2f41e94,274,242
ID_4369bee34b,269,227
ID_4991134294,266,239
ID_2b74726e27,301,293
ID_a240751410,297,274
ID_11b6105217,256,238
ID_7e4f92d491,255,290
ID_9401074dd6,259,267
ID_613011b511,271,247
ID_7d6852701b,284,247
ID_aede83db01,254,258
ID_2ed4ffa491,289,258
ID_13d8f3818e,291,255
ID_b5c7b94d27,251,252
ID_59dc404eca,267,239
ID_9fed6a181f,279,264
ID_b791a51ba2,250,259
ID_c9582a36ef,275,282
ID_a242e90205,257,231
ID_a0a69746c3,297,251
ID_1ef1782a33,284,248
ID_71ca168e6f,281,257
ID_96e5a94e39,286,257
ID_f5b0b47a8a,283,254
ID_e311f40847,266,239
ID_01070fb38e,288,255
ID_a6f47a1bed,285,252
ID_1570871a7f,257,255
ID_7e78087264,277,237
ID_7b513653ad,274,251
ID_b11a7e4fec,277,231
ID_bade0247e9,269,270
ID_cbcceb8dd8,287,266
ID_f7d762d118,267,262
ID_8efa135041,247,260
ID_1027ec1591,289,234
ID_53ffa3b3f0,278,255
ID_3f90d79469,268,243
ID_f05ff2dff5,273,232
ID_fadb047030,241,250
ID_ee5870f7e5,262,269
ID_018c3f9db6,262,254
ID_a8a06365e0,262,243
ID_2b99839d7e,262,252
ID_bfe5bc6cd1,257,251
ID_6ca9c69f8f,279,266
ID_8d0facffc6,259,273
ID_6b3f27edc2,192,259
ID_6092bc9c89,249,262
ID_1513441ec1,248,248
ID_3990180211,269,253
ID_fd5db814e2,275,258
ID_28c6dc86a5,257,242
ID_db3adaf7b9,241,244
ID_d43fa4de49,263,244
ID_aeea73dac9,292,255
ID_f4cb530fe5,282,258
ID_c0b5e8cd82,268,258
ID_6e15f9a80b,301,247
ID_6183456560,282,247
ID_7e155f2ea1,266,246
ID_7af14ce641,255,250
ID_4e066f6000,265,261
ID_bef3faf357,281,275
ID_9ebfc71409,277,233
ID_51d1d0179c,253,250
ID_ccd45adf8c,261,245
ID_97023d71bc,271,258
ID_d73584b3bf,267,259
ID_c525305e10,260,239
ID_11a3b1afdc,292,239
ID_2662b7803f,267,276
ID_6be1d8f5ef,275,260
ID_caea88e186,281,251
ID_c0d583a665,268,261
ID_7fd1c8a2a1,277,239
ID_a616dc7a5b,280,258
ID_0a0dc4ac5e,245,240
ID_4051e062a1,293,238
ID_1ac666232d,266,238
ID_dfbf9b1448,270,264
ID_9c17edf2aa,271,286
ID_ba94f69208,259,292
ID_bbce468062,257,250
ID_28b307c0dd,264,248
ID_6498a3e415,275,240
ID_26bde13af6,267,228
ID_9929eb361c,272,241
ID_4eecc07750,265,286
ID_d9539ccb73,258,252
ID_a34da12ef8,272,233
ID_be170228d5,280,234
ID_ec359a5e69,274,250
ID_70ca7383f8,267,239
ID_007236bd4c,269,225
ID_db9e612732,245,242
ID_7e37c2c315,249,238
ID_ef554a40d0,270,266
ID_bac7bb11ce,305,254
ID_d1421c5517,279,165
ID_7f5d618d58,258,274
ID_c9dfd837dd,267,234
ID_334b3fdbae,263,242
ID_3291f70fd9,276,251
ID_52a6178005,271,279
ID_8318526253,274,241
ID_8cf9bc5456,250,273
ID_a90f916f24,274,247
ID_3231fdb435,281,230
ID_b5f2d57cd1,261,229
ID_6bff338e29,288,253
ID_7fdbd503f9,274,235
ID_f9641021e5,258,241
ID_fe7a59c274,272,257
ID_37fdb64b0f,268,198
ID_69a56dfa39,287,279
ID_65eca53909,250,255
ID_4dd5f5ec09,279,258
ID_4d5857c571,291,275
ID_eb9a7a83b8,264,251
ID_01a5c62c97,268,241
ID_6293dacc97,227,259
ID_259802dfb2,265,269
ID_4d9b1720b7,278,247
ID_13587eed42,306,234
ID_c1ee31e3c8,259,246
ID_8ea238f338,276,244
ID_7017519deb,266,252
ID_1b1a2dcaea,296,274
ID_111e0f295c,260,270
ID_a03a071154,292,199
ID_a67b0a47bd,271,296
ID_c464301170,238,248
ID_fbfa59eac2,262,273
ID_0efe84e09d,268,231
ID_b69d3ea32f,265,233
ID_8facfb1bdf,244,247
ID_3fe72e2cd9,267,243
ID_df6e23a5c2,304,231
ID_d0ea71092c,262,270
ID_e8a2095741,278,245
ID_ff7a631216,265,259
ID_f6f15ab1c4,271,251
ID_bce8bffc09,271,264
ID_f5ac02ab78,267,281
ID_b524bdd7ed,274,267
ID_ce60d62970,254,269
ID_845bb714dc,286,258
ID_876e2bf2f7,281,230
ID_d8b22e1205,267,250
ID_8e108d767c,236,238
ID_e87553cf2b,284,219
ID_ee615211ac,276,275
ID_52d9bdd75d,264,243
ID_cf0fe85ec0,288,240
ID_6f7753893b,285,283
ID_f2b113d8cf,320,282
ID_72db941b08,254,246
ID_3b0ea85624,273,266
ID_8899e2ae36,284,275
ID_cfcde517d5,284,275
ID_67323adcbc,271,251
ID_df01d2420d,270,261
ID_72c92e51b9,272,257
ID_64c487771e,261,254
ID_f63b522326,277,240
ID_dab5c3998a,259,261
ID_08a27a6303,258,255
ID_a9d985b8f1,278,252
ID_346c5eeae1,238,263
ID_48b196baf1,281,242
ID_411b02169a,263,245
ID_628530ab6e,274,252
ID_36c04b8aaf,265,247
ID_62f033fee7,279,240
ID_99471f5371,267,256
ID_20e237b726,270,246
ID_c98bb600aa,287,248
ID_49a15bb2f5,269,250
ID_2121e173c2,259,252
ID_65dadf36c6,298,247
ID_89e35d5716,282,289
ID_eea96e2b12,245,262
ID_d869b44c5c,292,254
ID_15a18d5576,279,247
ID_f03e050775,269,241
ID_1d1757c7aa,290,285
ID_7b0cb2d8c2,235,266
ID_5622c16dc5,262,247
ID_ea875c7372,261,233
ID_5dc80ecf17,267,239
ID_eb1cf33fda,258,237
ID_22c8a20255,278,241
ID_2a4138278f,261,253
ID_242932ee27,270,268
ID_c8604256b1,247,245
ID_cb8146ffa2,266,276
ID_40a22dd824,280,259
ID_a7804be230,270,277
ID_6e49ce180e,250,258
ID_8e695d0f6e,269,249
ID_63dd3f299c,237,263
ID_8d2f934233,286,240
ID_7df799ff52,282,252
ID_ffee07e99a,270,243
ID_ce8a078df0,260,268
ID_6d7216e2c3,252,241
ID_59c8136053,275,237
ID_d5477ad148,272,286
ID_454e56477f,267,272
ID_acc2b4c948,269,217
ID_407ad4dcda,266,255
ID_53d3458f56,236,269
ID_13d4367fc4,260,259
ID_f7bc5b6383,240,249
ID_eb2638fbfa,263,266
ID_7e07cc306b,273,255
ID_bbf52c463c,310,228
ID_405c292102,287,249
ID_f2293967d7,264,250
ID_ee42121e2d,251,259
ID_073bd3b74f,248,262
ID_dcbd3197b4,271,285
ID_ab5c82c12e,292,287
ID_7cd7833ea0,284,247
ID_4a77badf43,274,287
ID_da4a1f97a4,273,276
ID_5d563c767c,277,268
ID_ea11d65fa6,277,270
ID_7a76905436,282,241
ID_dbc969daac,275,272
ID_cb376d3855,276,260
ID_69ea5665b5,284,256
ID_f54c042567,278,254
ID_50d0f480ae,278,234
ID_2fa925dc11,272,239
ID_7d4477edff,268,238
ID_6d48bb439b,267,262
ID_6c5b323296,261,248
ID_f80bda9aee,275,243
ID_ab4d0ea9e5,258,216
ID_dd67027b94,276,248
ID_1bc06993c3,245,265
ID_06069c3cea,261,251
ID_6f3e7ca3ff,264,240
ID_898b1a5f07,254,281
ID_009c1f029f,275,211
ID_c065ebc02a,275,269
ID_2b4cd01cc8,272,259
ID_61b67ae06a,274,264
ID_fbb00d5729,263,243
ID_702925a19e,270,239
ID_4fcd4b7e40,250,240
ID_eb098a7ff6,257,254
ID_661a83584f,267,221
ID_4265f219f3,291,293
ID_354b1c42f1,284,257
ID_e0facea27b,273,255
ID_0cb8b18ebf,247,261
ID_7bd187b0be,288,240
ID_7d2a303e33,258,246
ID_4f2c44074d,270,257
ID_24f901f6e4,280,282
ID_e4d8083e68,266,252
ID_6affd1da63,283,227
ID_601fa77bee,271,250
ID_4717227220,256,264
ID_f4f908ba96,258,239
ID_ae69a80eaf,261,250
ID_b2eb4b0981,251,251
ID_72a60c9eb4,256,247
ID_aad6402307,279,251
ID_b3cdbfa6ed,268,225
ID_c2c5797fc4,263,265
ID_a736380037,295,238
ID_f054e6f588,268,239
ID_aed70bcddf,264,248
ID_1f6d8e6ed3,265,283
ID_92d5e17fac,259,243
ID_f55820b198,261,269
ID_00dbc23736,266,243
ID_96e0dbd94c,302,265
ID_84f5eab6d6,287,244
ID_56373f78da,291,272
ID_ce1064b695,276,232
ID_f094e40d8a,291,248
ID_eae4306d33,260,225
ID_58331f06a4,301,211
ID_582b716b69,288,247
ID_008dc4cf86,265,250
ID_fab160bdcc,263,249
ID_3ff0177a73,263,257
ID_9292682b58,294,254
ID_02476db5e6,251,247
ID_73d7fa60aa,273,236
ID_859b9b3a2e,267,238
ID_dde810e4aa,243,211
ID_ee56d3a14f,285,277
ID_6e1d606cef,321,256
ID_aa1232a98f,263,280
ID_46c9c3fe6d,272,249
ID_2f88f44d81,268,251
ID_93bda959e5,272,247
ID_454bba0c20,251,247
ID_cecda07e42,265,262
ID_e2cd75b527,252,258
ID_ada6243a93,285,265
ID_be743302e6,267,259
ID_a09007de39,274,247
ID_18c55dad14,263,276
ID_51cba4771b,282,271
ID_d34d7eb876,278,231
ID_85c93010c8,270,258
ID_eacf8d8c5b,270,248
ID_8fb44d82d0,298,242
ID_e2285dfed4,286,251
ID_2408bfb385,266,244
ID_d9af7bc64b,272,277
ID_8db1f3d067,268,257
ID_ba47c59cfb,270,238
ID_28722df1f0,285,263
ID_dfb2d1b789,268,278
ID_68be9983b1,274,252
ID_efa6a85d5b,255,282
ID_99192662f4,266,262
ID_8dd6d30135,285,253
ID_427a30247e,251,234
ID_83a783bbd2,282,207
ID_850709f0b4,283,235
ID_add6771926,280,264
ID_c04212eb96,263,264
ID_a48f58e17b,266,222
ID_96e7757122,261,270
ID_18824ff10d,264,286
ID_3ae28a847c,269,246
ID_2e7de01f62,266,215
ID_c8a3d84b14,266,261
ID_036966ad78,256,242
ID_758445306d,255,244
ID_d251c4c68a,264,235
ID_bc45701de7,266,262
ID_0f30dec3b3,266,250
ID_bb9ee5d3c1,273,256
ID_451aa4e677,267,224
ID_987206c86f,249,281
ID_05fa19d60e,283,224
ID_398fb0c3da,260,242
ID_280bf50642,258,258
ID_f0e6d14913,275,253
ID_47f7662b0a,286,244
ID_4dd56aecda,262,244
ID_5ccdb0be23,273,225
ID_a1bf6e1ff0,275,219
ID_6a58f3ceb4,288,237
ID_8447e7189e,263,245
ID_d4726abde7,238,254
ID_94b7445d2b,270,239
ID_89a0316702,258,246
ID_c12b6270d1,267,246
ID_9196cc9002,251,243
ID_70c92ff0dd,249,247
ID_df709266ea,284,257
ID_02af32976e,257,250
ID_04c39062fc,200,244
ID_4c2407ab2d,259,240
ID_22d89c381a,283,247
ID_e43b10eb5e,258,248
ID_4eb659e00d,272,254
ID_12bf7aa70e,270,260
ID_f555748d55,279,291
ID_46ed86561c,259,257
ID_59e7b8a1d0,259,273
ID_c628c1e2c4,288,265
ID_11b32b73d3,236,218
ID_dbca3d1cb2,289,248
ID_68fef68fef,319,233
ID_815c64d841,285,248
ID_2f97071a95,245,267
ID_26c1637c2d,268,240
ID_1b417c8573,305,311
ID_c5ff352b6c,277,257
ID_c16cc5ae63,294,280
ID_41b461c741,270,234
ID_bf94c72c4c,272,250
ID_0df95cee90,263,233
ID_e8fc72da23,275,188
ID_d4dc0ccc03,320,238
ID_c5c2804ec9,264,252
ID_e7a56ec85d,265,231
ID_73611396aa,260,244
ID_e615e65cba,283,255
ID_d9289716fa,258,259
ID_d0a90ad9bf,256,258
ID_a108255da3,257,247
ID_0e9c9f4738,256,239
ID_91695d15e6,264,255
ID_959ab51145,246,253
ID_5cda3a7d30,292,245
ID_ece01e7041,280,267
ID_d0dd08ba37,277,235
ID_35c3aad948,258,277
ID_ebaf51a06a,259,269
ID_c78f27ceda,281,259
ID_6aa3f1d217,279,272
ID_aa3de6d016,279,249
ID_27a529fdb7,266,262
ID_b3c650208c,262,231
ID_cfcad3a70a,271,259
ID_0594d0a92f,255,236
ID_c7d8c60767,267,282
ID_9fde96e0bf,272,252
ID_16b103068e,266,250
ID_6152ca5404,260,234
ID_626de96128,300,246
ID_3574db664a,291,270
ID_d36ecd8741,280,242
ID_4136e073e1,231,261
ID_a967711c31,276,257
ID_5f0b42e65c,262,247
ID_52752ffec0,281,271
ID_63519da7cd,286,257
ID_faebe3d642,291,257
ID_8e388643b8,265,248
ID_cc7f2b573e,280,256
ID_1e8bd08ffc,268,263
ID_f03c81af61,263,252
ID_01aa6066ef,275,276
ID_ed1912cecb,251,238
ID_eb27b6ccc8,251,239
ID_05b7fb2d95,281,241
ID_84b05f9ae2,251,240
ID_45e7f796b0,297,259
ID_c6c2460074,262,300
ID_b4d03d5aba,277,253
ID_4a4234032e,264,252
ID_245b0e951d,271,280
ID_bc087d4afc,274,248
ID_c6e90ae154,247,268
ID_43b3a9c7e0,283,238
ID_854ee98e60,258,249
ID_050e2c85ca,274,263
ID_9d0abc1286,249,228
ID_4c4a92af00,266,253
ID_4fdd25d4e8,297,258
ID_4c2fb3b780,266,276
ID_2c8efeb8ac,276,254
ID_5b2a789498,295,253
ID_afc6fa3553,271,233
ID_2df545a8fd,266,261
ID_3216e438f8,259,265
ID_70a8dc0b41,269,275
ID_e8169be8ca,274,262
ID_ab18c4ee9f,282,240
ID_7ab10e3226,277,270
ID_1538aab395,267,243
ID_466a738eb9,245,260
ID_7fc2c69ef4,259,272
ID_f2f2655e70,265,259
ID_65b4618653,268,265
ID_b11fa7420d,264,247
ID_8a29f8e6f4,279,267
ID_6e4333e432,249,229
ID_9f7a0bd753,234,228
ID_bc92abfc05,266,370
ID_fce2b63124,257,241
ID_8c802a940c,274,253
ID_20b74e4ef0,244,226
ID_44cc017f8a,260,251
ID_c2e77ff3d9,281,242
ID_6dab3b5485,275,278
ID_c6ab3d0424,273,240
ID_0db2ffff12,284,250
ID_e5fdeee9bb,242,211
ID_ec25d37fea,279,248
ID_944964402c,281,235
ID_59668af442,245,237
ID_d0e0edf648,260,255
ID_6eb316b49a,263,232
ID_f952cfd409,295,260
ID_92e1994e36,254,234
ID_02c8d3a195,293,251
ID_d9b5343eaf,294,274
ID_5fdb491855,267,277
ID_d2cca9c4b1,281,264
ID_d9833ba4ab,300,159
ID_41e1ab408e,290,246
ID_348cd70a1b,269,246
ID_81b2f95dc2,238,243
ID_dd37ba3adb,246,248
ID_b9126b8a19,268,250
ID_924f03a9ac,283,258
ID_5393febf10,283,257
ID_8d0f2ae694,281,251
ID_edf87658c4,260,262
ID_abe67d361d,260,269
ID_e492557582,273,260
ID_5b63801126,274,252
ID_eb9e327dd1,268,274
ID_a88e3aa247,274,259
ID_5c347fe740,265,259
ID_f96932f569,278,236
ID_40ab6a908e,258,236
ID_15eee1e830,295,252
ID_585c282385,267,242
ID_fdde2979b0,256,261
ID_b525dd247d,229,247
ID_275cd90b6c,272,244
ID_8c561b482f,277,251
ID_e81d9ef85e,278,242
ID_8b9255a8f4,273,245
ID_9404077148,267,256
ID_e8059cc8e5,271,241
ID_50f00f216d,280,247
ID_055186b5e5,286,260
ID_766d3731c9,268,248
ID_5d8b80cdfa,250,306
ID_a544ebe67d,282,232
ID_2616c9356d,267,251
ID_45bf2339d0,267,237
ID_c1c7a8d5ce,243,226
ID_a3e539f271,276,272
ID_d7906bb134,267,268
ID_d4d2e8204a,279,257
ID_401aa1d28e,269,243
ID_234743ac93,279,250
ID_96dcf0473c,255,264
ID_da3069ae8c,260,247
ID_5cec025855,298,169
ID_bf7891541c,250,260
ID_0bec24c38e,275,244
ID_b3238a0d85,283,224
ID_100de23402,283,263
ID_e9b0675e31,234,252
ID_d0bbe2d119,268,252
ID_fa279cde6f,255,252
ID_638803e14b,277,260
ID_fbfbe1ed63,256,263
ID_64c73ef877,281,248
ID_c352ac0460,274,270
ID_3fa77bd3a7,238,244
ID_312c3fccff,266,229
ID_03f82ac69b,269,246
ID_64ed166cd3,261,253
ID_0e7aae5a23,294,261
ID_77d8c6da6b,276,270
ID_d7c6acebe4,280,258
ID_6fe6f82ff3,283,250
ID_98fac67dfa,251,253
ID_a1ab26d677,293,266
ID_6e5ba5800d,293,239
ID_7ada6b45af,289,265
ID_a964d7e151,240,224
ID_da3fc3eb91,265,237
ID_f8a1efcfb0,265,212
ID_c466497dc0,266,228
ID_ce3409c426,270,243
ID_afe446def2,282,260
ID_215a33f4f6,288,256
ID_bbb4c67a51,259,253
ID_507239533a,260,232
ID_18b50bbeb2,271,272
ID_02de1b34bd,267,256
ID_c791ce7301,250,249
ID_9564d85a0a,281,272
ID_9fc6e00fbd,280,261
ID_72d34e0aea,263,270
ID_2c664f4667,263,269
ID_c284656a12,266,251
ID_525dd8f179,286,244
ID_4c49c12d0d,268,247
ID_f5e695a4bf,289,225
ID_fa21e114e2,227,255
ID_b83295740d,262,248
ID_1f337830ed,258,273
ID_caae24e7f7,264,244
ID_1f0c059d80,257,246
ID_30fbc26af3,257,265
ID_8d41bc9b77,263,242
ID_908a3475f4,272,272
ID_375e803b97,288,258
ID_38c89ee9eb,233,268
ID_342cf628a8,248,294
ID_abb81f6f77,281,260
ID_daf744623e,275,245
ID_514ee915ee,251,250
ID_47c0407384,266,246
ID_21eb2bd556,257,260
ID_8bfdb08f4f,257,262
ID_7fa519d206,240,201
